ticker,current_pe,forward_pe,market_cap,revenue,net_income,ebitda,gross_profit,roe,roa,roce,profit_margins,operating_margins,gross_margins,fcf_margin,fcf_to_net_income,gp_to_assets,asset_turnover,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,dividend_yield,payout_ratio,beta,sector,industry
TORNTPHARM.NS,58.89328,41.655506,1260709216256,122480902144.0,21402499072.0,39478198272.0,92701900800.0,0.26832,0.13022,,0.17474002,0.2662,0.75687,,,,,0.143,0.305,0.305,33.4,1.396,0.672,0.86,0.5061,0.138,Healthcare,Drug Manufacturers - Specialty & Generic
TORNTPOWER.NS,21.971241,43.412617,662179676160,287380897792.0,29903800320.0,53122498560.0,77200498688.0,0.18314,0.06245,,0.10406,0.14182,0.26863,,,,,0.098,0.435,0.505,53.715,1.265,0.671,1.45,0.3174,0.398,Utilities,Utilities - Independent Power Producers
TOTAL.NS,8.9597225,,1040351104,6421751808.0,139494000.0,196299008.0,461911008.0,0.17184,0.0552,,0.02172,0.023570001,0.07193,,,,,-0.13,,,43.322,1.649,1.538,0.7,0.0694,-0.414,Industrials,Integrated Freight & Logistics
TOUCHWOOD.NS,18.207815,,1135938560,818931968.0,61793000.0,88539000.0,788942016.0,,,,0.07546,0.09114,0.96338,,,,,3.264,3.913,3.847,3.337,,,0.36,0.0,-0.089,Communication Services,Advertising Agencies
TRENT.NS,94.069916,62.80534,1521239588864,185746604032.0,16219499520.0,25608699904.0,78059798528.0,0.2938,0.13346,,0.08732,0.10215,0.42025003,,,,,0.159,0.112,0.125,37.79,1.238,0.299,0.12,0.1096,0.068,Consumer Cyclical,Apparel Retail
TRIGYN.NS,58.66942,3.776064,2185479424,9138825216.0,37339000.0,31845000.0,4336652800.0,0.0050700004,0.00091,,0.00488,0.0055,0.47452998,,,,,0.164,13.25,13.524,0.885,5.247,4.643,,0.0,0.498,Technology,Information Technology Services
TRIVENI.NS,29.865772,14.412955,77927677952,62019801088.0,2614299904.0,5103399936.0,15297999872.0,0.08538,0.05361,,0.042150002,0.01757,0.24666001,,,,,0.144,,,24.554,2.082,0.717,0.7,0.2094,0.299,Consumer Defensive,Confectioners
TTKPRESTIG.NS,80.98371,38.276222,88597872640,28197900288.0,1086800000.0,2431300096.0,11749999616.0,0.05519,0.04457,,0.038540002,0.09274,0.41669998,,,,,0.112,0.228,0.215,9.993,3.212,1.862,0.93,0.7547,0.09,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
TVSMOTOR.NS,65.46401,39.367645,1701872533504,488836694016.0,26044000256.0,71335600128.0,187333902336.0,0.31233,0.08236,,0.053590003,0.12633,0.38322,,,,,0.238,0.419,0.419,346.085,1.081,0.282,0.28,0.1824,-0.065,Consumer Cyclical,Auto Manufacturers
UCOBANK.NS,15.082524,22.192858,389731876864,120153579520.0,25415131136.0,,120153579520.0,0.08405,0.0072399997,,0.21152,0.36236998,0.0,,,,,0.01,-0.039,0.021,,,,1.27,0.1359,0.678,Financial Services,Banks - Regional
UFLEX.NS,9.060303,8.675168,35476819968,150986178560.0,3903184896.0,17778046976.0,56729436160.0,0.05258,0.0348,,0.02585,0.05351,0.37573,,,,,-0.01,,,120.69,1.264,0.72,0.61,0.0555,0.261,Consumer Cyclical,Packaging & Containers
UGROCAP.NS,11.982044,10.5471115,24379633664,7206074880.0,1554941952.0,,7206074880.0,0.07035,0.01701,,0.21577999,0.30808002,1.0,,,,,0.276,-0.028,0.219,328.405,241.93,234.648,,0.0,0.047,Financial Services,Credit Services
ULTRACEMCO.NS,46.87802,84.91682,3422842781696,817245323264.0,72989499392.0,148464599040.0,476460908544.0,0.10519,0.05456,,0.08931,0.09928001,0.58300996,,,,,0.254,0.472,0.502,33.192,0.685,0.274,0.67,0.31260002,0.375,Basic Materials,Building Materials
UNICHEMLAB.NS,37.448082,,33063393280,22258300928.0,884600000.0,2507000064.0,11960599552.0,0.03659,0.02446,,0.03974,0.059949998,0.53735,,,,,0.253,,,20.616,1.998,0.955,,0.0,-0.226,Healthcare,Drug Manufacturers - Specialty & Generic
UNIONBANK.NS,6.4061084,8.890035,1184888258560,522116988928.0,184881315840.0,,522116988928.0,0.15831,0.01269,,0.3541,0.41572,0.0,,,,,-0.018,-0.068,-0.068,,,,3.1,0.19600001,1.002,Financial Services,Banks - Regional
UNIVCABLES.NS,22.855274,64.720726,33429723136,26960478208.0,1461128960.0,2379610880.0,6638361088.0,0.07914,0.03437,,0.0542,0.07931,0.24622999,,,,,0.276,1.607,1.609,54.171,1.377,0.879,0.42,0.095,0.613,Industrials,Electrical Equipment & Parts
UPL.NS,29.292871,15.849668,641896218624,477149986816.0,20529999872.0,73989996544.0,235660001280.0,0.06831,0.04264,,0.045879997,0.11931,0.49389,,,,,0.084,,,79.613,1.248,0.651,0.79,0.2313,0.713,Basic Materials,Agricultural Inputs
UTIAMC.NS,25.096155,22.110128,147359350784,17489100800.0,5880099840.0,8978899968.0,12111800320.0,0.13337,0.10058,,0.33622003,0.39314,0.69253,,,,,-0.223,-0.53,-0.527,3.024,1.735,1.636,2.28,0.5686,0.506,Financial Services,Asset Management
VADILALIND.NS,28.975662,,38939373568,13348200448.0,1343299968.0,2128899968.0,6429199872.0,0.18611,0.10854,,0.10064,0.1349,0.48165,,,,,0.159,-0.143,-0.143,25.978,3.295,1.765,0.39,0.112399995,-0.167,Consumer Defensive,Packaged Foods
VBL.NS,55.108444,48.130608,1632655114240,211697483776.0,29698480128.0,52516667392.0,117101731840.0,,,,0.14029,0.20173,0.55316,,,,,0.019,0.147,0.196,11.554,,,0.42,0.1712,-0.123,Consumer Defensive,Beverages - Non-Alcoholic
VEDL.NS,17.570585,10.827433,2090119069696,1555779944448.0,120130002944.0,446570004480.0,765149970432.0,0.35051998,0.09712,,0.07722,0.21747999,0.49181,,,,,0.055,-0.592,-0.587,156.909,0.733,0.316,9.79,1.0335,0.825,Basic Materials,Other Industrial Metals & Mining
VERTOZ.NS,16.147652,,6151901184,2741310976.0,268775008.0,304656000.0,576934016.0,0.13396,0.07011,,0.098050006,0.0991,0.21045999,,,,,0.135,0.063,0.034,8.016,2.641,0.918,,0.0,1.042,Technology,Software - Infrastructure
VGUARD.NS,50.574883,55.716663,145772855296,56137302016.0,2904999936.0,4494799872.0,19919699968.0,0.14097999,0.07199,,0.05175,0.06138,0.35484,,,,,0.036,0.028,0.03,6.884,1.853,0.581,0.44,0.22729999,0.07,Industrials,Electrical Equipment & Parts
VHL.NS,4.7971253,,11837821952,167651008.0,2441936896.0,137206000.0,167651008.0,0.06745,0.00236,,14.5656,0.8882,1.0,,,,,-0.591,-0.066,-0.066,,2.467,2.41,0.13,0.0064999997,-0.095,Financial Services,Credit Services
VINATIORGA.NS,37.696335,28.129993,164206362624,22623299584.0,4358099968.0,6511900160.0,11266100224.0,0.15816,0.10949001,,0.19264,0.25672,0.49799,,,,,-0.006,0.101,0.101,,5.259,3.054,0.47,0.1784,0.243,Basic Materials,Specialty Chemicals
VINDHYATEL.NS,6.9226327,,18514626560,41356902400.0,2667805952.0,2834302976.0,6512131072.0,0.06363,0.02169,,0.06451,0.07022,0.15746,,,,,0.008,1.428,1.427,32.942,1.536,0.756,1.06,0.071100004,0.454,Industrials,Engineering & Construction
VINYLINDIA.NS,20.836273,,4550537728,6224000000.0,196134000.0,241239008.0,350652000.0,0.16653,0.068169996,,0.03151,0.028180001,0.056339998,,,,,0.01,-0.436,-0.439,0.405,2.399,1.17,2.85,0.5668,-0.216,Basic Materials,Specialty Chemicals
VISAKAIND.NS,12.810662,,6021548032,16078246912.0,470080992.0,1161270016.0,7335748096.0,0.06159,0.02315,,0.029240001,-0.0137600005,0.45625,,,,,0.054,,,53.394,1.434,0.39,0.72,0.0919,-0.181,Industrials,Building Products & Equipment
VOLTAS.NS,83.59564,40.797638,456951824384,141585596416.0,5479000064.0,8210100224.0,31846899712.0,0.08477,0.03818,,0.0387,0.01959,0.22493,,,,,-0.104,-0.746,-0.744,27.449,1.472,0.824,0.51,0.42270002,-0.087,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
VSTIND.NS,14.138315,12.675,42995949568,13504218112.0,3045948928.0,2934195968.0,5936441856.0,0.25370002,0.08631,,0.22556,0.19773,0.4396,,,,,-0.066,0.246,0.245,,2.315,0.54,3.93,0.5574,0.053,Consumer Defensive,Tobacco
VTL.NS,14.689084,10.948362,125712646144,98396299264.0,8421199872.0,13171399680.0,40615399424.0,0.08565,0.04487,,0.08558,0.08883,0.41277,,,,,-0.009,-0.051,-0.05,14.465,5.254,1.95,1.14,0.1689,-0.072,Consumer Cyclical,Textile Manufacturing
WELENT.NS,19.786196,19.043322,72116535296,34678099968.0,3689799936.0,5839300096.0,30340399104.0,0.14705,0.05678,,0.10012,0.20288,0.87491995,,,,,-0.006,0.544,0.545,67.637,1.968,1.365,0.57,0.1125,0.175,Industrials,Engineering & Construction
WHIRLPOOL.NS,37.69147,25.26521,131749904384,77891100672.0,3502200064.0,4534000128.0,26511300608.0,0.088599995,0.03133,,0.04496,0.00364,0.34036,,,,,-0.038,0.59,-0.206,6.334,2.428,1.618,0.47,0.18120001,0.274,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
WIPL.NS,49.69697,,1391923712,1190887040.0,21797000.0,59986000.0,675043008.0,0.049629997,0.03118,,0.0183,0.0100300005,0.56684,,,,,-0.038,-0.781,-0.81,44.281,1.93,1.164,0.73,0.36360002,-0.772,Basic Materials,Lumber & Wood Production
WIPRO.NS,19.47315,9.898338,2620640722944,896548995072.0,134999998464.0,171759992832.0,270023000064.0,0.16108999,0.073070005,,0.15057999,0.16420999,0.30118,,,,,0.018,0.01,0.012,18.738,2.256,2.157,4.41,0.856,0.59,Technology,Information Technology Services
WONDERLA.NS,44.325275,48.279522,36036395008,4666881024.0,821414976.0,1388332032.0,3819461888.0,0.05619,0.030030001,,0.17601,-0.12781,0.81842005,,,,,0.19,,,0.304,7.547,6.482,0.36,0.15630001,0.03,Consumer Cyclical,Leisure
WORTH.NS,16.241062,,2504409088,2856920064.0,155696000.0,340114240.0,760928000.0,,,,0.0545,0.0881,0.26635,,,,,0.149,0.038,0.041,10.528,,,0.0063,0.102,-0.175,Consumer Cyclical,Packaging & Containers
WSTCSTPAPR.NS,15.878254,,28599177216,40621248512.0,1800715008.0,3533947904.0,13933348864.0,0.04578,0.0148599995,,0.04433,0.00595,0.34300998,,,,,-0.002,-0.804,-0.804,11.26,2.842,1.833,1.16,0.1834,-0.237,Basic Materials,Paper & Paper Products
XPROINDIA.NS,172.42882,,24199942144,5275798016.0,135290000.0,450142016.0,1498328960.0,0.02138,0.02308,,0.02564,0.06217,0.284,,,,,-0.105,-0.522,-0.5,46.18,3.615,2.727,0.19,0.335,-0.953,Basic Materials,Specialty Chemicals
ZEEL.NS,16.89094,9.506138,96695492608,79569002496.0,5724000256.0,8221000192.0,26261999616.0,0.05012,0.03481,,0.07191,0.04535,0.33005002,,,,,-0.016,-0.638,-0.635,2.465,6.807,2.273,2.39,0.5755,0.309,Communication Services,Broadcasting
ZENITHEXPO.NS,22.938757,,1451723648,768730176.0,59130000.0,8925200.0,327392192.0,0.0727,0.0011100001,,0.07692,0.00974,0.42589,,,,,0.212,,,3.617,7.065,3.987,,0.0,1.494,Consumer Cyclical,Textile Manufacturing
ZENSARTECH.NS,24.261198,21.321047,168756002816,54907998208.0,7004000256.0,8240999936.0,11381000192.0,0.17543,0.094069995,,0.12755999,0.13706,0.20727,,,,,0.087,0.163,0.17,2.741,3.711,3.034,1.73,0.42540002,0.238,Technology,Information Technology Services
ZUARI.NS,1.1818885,64.01163,11576466432,45854900224.0,2545900032.0,3969729024.0,16691600384.0,,,,0.05552,0.09328,0.36401,,,,,0.136,9.848,9.807,28.492,,,,0.0,-0.449,Basic Materials,Agricultural Inputs
ZYDUSLIFE.NS,19.150654,22.675388,942690271232,244938997760.0,49201000448.0,69381996544.0,175330000896.0,0.19254999,0.095369995,,0.20086001,0.21226999,0.71581,,,,,0.169,0.381,0.381,34.305,1.938,1.273,1.17,0.22489999,0.419,Healthcare,Drug Manufacturers - Specialty & Generic
